"CONTRACT_NO","BORROWER_ID","LOAN_NAME","LOAN_TYPE","PRINCIPAL_AMOUNT","DATE_OF_ISSUE","INTEREST_RATE","INTEREST_TYPE","LOAN_PERIOD","EMI_AMOUNT","MORTAGE_TYPE","MORTAGE_AMOUNT","NO_OF_DAYS_IN_ARREARS","LOAN_STATUS"
"NYMBA008241","STK2168953","MOTOR BICYCLE ","LEASING",157350,09-01-17,43.25,"EFFECTIVE_RATE",18,12034,"VEHICLE",241350,-240,"PERFORMING"
"GNMBA015038","STK2369342","MOTOR BICYCLE ","LEASING",203000,10-01-17,33.54,"EFFECTIVE_RATE",24,11724,"VEHICLE",290000,-431.4,"PERFORMING"
"MHMBA009484","STK1746200","MOTOR BICYCLE ","LEASING",149600,10-01-17,40.37,"EFFECTIVE_RATE",36,7230,"VEHICLE",213800,-30,"PERFORMING"
"PGMBA010820","STK2370542","MOTOR BICYCLE ","LEASING",147000,11-01-17,36.7,"EFFECTIVE_RATE",36,6792,"VEHICLE",209999,-30,"PERFORMING"
"KNMBA012545","STK1320896","MOTOR BICYCLE ","LEASING",125999,16-01-17,44.71,"EFFECTIVE_RATE",24,8034,"VEHICLE",179999,-60,"PERFORMING"
"RTMBA013003","STK2339455","MOTOR BICYCLE ","LEASING",139510,19-01-17,39.69,"EFFECTIVE_RATE",48,5839,"VEHICLE",199300,325.2,"NPL"
"NGMBA015117","STK2373152","MOTOR BICYCLE ","LEASING",167930,16-01-17,40.74,"EFFECTIVE_RATE",36,8152,"VEHICLE",239900,0,"PERFORMING"
"GRMBA004113","STK2373279","MOTOR BICYCLE ","LEASING",185000,17-01-17,39.51,"EFFECTIVE_RATE",36,8848,"VEHICLE",335000,-30,"PERFORMING"
"BMMBA012253","STK2374381","MOTOR BICYCLE ","LEASING",162750,17-01-17,37.47,"EFFECTIVE_RATE",36,7592,"VEHICLE",235500,-480,"PERFORMING"
"CGMBA017805","STK2369420","MOTOR BICYCLE ","LEASING",43000,18-01-17,120.32,"EFFECTIVE_RATE",12,6320,"VEHICLE",212500,0,"PERFORMING"
"KRMBA009910","STK2374924","MOTOR BICYCLE ","LEASING",216500,18-01-17,43.99,"EFFECTIVE_RATE",24,13718,"VEHICLE",415000,-30,"PERFORMING"
"KUMBA020650","STK938880","MOTOR BICYCLE ","LEASING",117000,02-01-17,28,"EFFECTIVE_RATE",12,11292,"VEHICLE",235500,-30,"PERFORMING"
"ANMBA008678","STK2359117","MOTOR BICYCLE ","LEASING",135375,11-01-17,37.67,"EFFECTIVE_RATE",36,6331,"VEHICLE",203875,-390,"PERFORMING"
"MHMBA009033","STK2363916","MOTOR BICYCLE ","LEASING",183190,01-01-17,36.21,"EFFECTIVE_RATE",36,8413,"VEHICLE",261700,-596.4,"PERFORMING"
"CGMBA016842","STK2365253","MOTOR BICYCLE ","LEASING",159900,03-01-17,42.71,"EFFECTIVE_RATE",24,10020,"VEHICLE",228900,0,"PERFORMING"
"AWMBA006681","STK2361095","MOTOR BICYCLE ","LEASING",87000,06-01-17,30,"EFFECTIVE_RATE",36,3694,"VEHICLE",148500,-30,"PERFORMING"
"CGMBA017416","STK2367698","MOTOR BICYCLE ","LEASING",320000,11-01-17,28,"EFFECTIVE_RATE",36,13237,"VEHICLE",460000,30,"PERFORMING"
"WPMBA006827","STK2188936","MOTOR BICYCLE ","LEASING",224600,10-01-17,42.86,"EFFECTIVE_RATE",24,14092,"VEHICLE",325100,60,"PERFORMING"
"GPMBA015472","STK2370105","MOTOR BICYCLE ","LEASING",91000,11-01-17,39.1,"EFFECTIVE_RATE",24,5524,"VEHICLE",130000,499.8,"NPL"
"MRMBA010015","STK2370532","MOTOR BICYCLE ","LEASING",202400,13-01-17,48.56,"EFFECTIVE_RATE",24,13339,"VEHICLE",409900,-90,"PERFORMING"
"ALMBA003840","STK2370804","MOTOR BICYCLE ","LEASING",165000,11-01-17,44.7,"EFFECTIVE_RATE",24,10520,"VEHICLE",235500,-120,"PERFORMING"
"TDMBA004571","STK2371237","MOTOR BICYCLE ","LEASING",125500,17-01-17,42.97,"EFFECTIVE_RATE",24,7882,"VEHICLE",215500,-456.9,"PERFORMING"
"NAMBA007848","STK2372210","MOTOR BICYCLE ","LEASING",163300,16-01-17,29.14,"EFFECTIVE_RATE",36,6856,"VEHICLE",235500,147.3,"PERFORMING"
"NYMBA008371","STK2373233","MOTOR BICYCLE ","LEASING",210000,17-01-17,35.65,"EFFECTIVE_RATE",24,12362,"VEHICLE",340000,0,"PERFORMING"
"MHMBA009705","STK2373466","MOTOR BICYCLE ","LEASING",166900,17-01-17,40.17,"EFFECTIVE_RATE",36,8047,"VEHICLE",238900,-60,"PERFORMING"
"JFMBA008937","STK2374276","MOTOR BICYCLE ","LEASING",119000,25-01-17,32.73,"EFFECTIVE_RATE",24,6822,"VEHICLE",170000,60,"PERFORMING"
"JEMBA009439","STK2363321","MOTOR BICYCLE ","LEASING",164850,02-01-17,37.05,"EFFECTIVE_RATE",36,7650,"VEHICLE",235500,-30,"PERFORMING"
"MPMBA009019","STK2363487","MOTOR BICYCLE ","LEASING",164800,06-01-17,83.58,"EFFECTIVE_RATE",6,34537,"VEHICLE",235500,30,"PERFORMING"
"PLMBA014464","STK1902714","MOTOR BICYCLE ","LEASING",164850,07-01-17,41.05,"EFFECTIVE_RATE",24,10181,"VEHICLE",235500,0,"PERFORMING"
"BMMBA012040","STK2367225","MOTOR BICYCLE ","LEASING",167230,05-01-17,37.14,"EFFECTIVE_RATE",36,7769,"VEHICLE",238900,209.7,"NPL"
"PDMBA005608","STK2367494","MOTOR BICYCLE ","LEASING",106499,09-01-17,44.24,"EFFECTIVE_RATE",24,6763,"VEHICLE",204999,-150,"PERFORMING"
"JEMBA009576","STK1901887","MOTOR BICYCLE ","LEASING",157650,10-01-17,44.1,"EFFECTIVE_RATE",12,16483,"VEHICLE",256150,0,"PERFORMING"
"MGMBA018433","STK2225858","MOTOR BICYCLE ","LEASING",167230,10-01-17,36.96,"EFFECTIVE_RATE",36,7752,"VEHICLE",238900,-60,"PERFORMING"
"WTMBA013261","STK1426988","MOTOR BICYCLE ","LEASING",173495,10-01-17,39.02,"EFFECTIVE_RATE",36,8248,"VEHICLE",247850,210.9,"NPL"
"MPMBA009156","STK2367358","MOTOR BICYCLE ","LEASING",127990,11-01-17,39.02,"EFFECTIVE_RATE",36,6085,"VEHICLE",182990,237.6,"NPL"
"MUMBA009552","STK2371103","MOTOR BICYCLE ","LEASING",117600,11-01-17,42.13,"EFFECTIVE_RATE",36,5805,"VEHICLE",168000,317.1,"NPL"
"MNMBA008593","STK620333","MOTOR BICYCLE ","LEASING",254500,17-01-17,28,"EFFECTIVE_RATE",30,11891,"VEHICLE",405500,-120,"PERFORMING"
"NAMBA007831","STK2372425","MOTOR BICYCLE ","LEASING",150150,16-01-17,40.83,"EFFECTIVE_RATE",36,7297,"VEHICLE",214500,-30,"PERFORMING"
"MPMBA009378","STK2370470","MOTOR BICYCLE ","LEASING",164800,16-01-17,38.4,"EFFECTIVE_RATE",36,7776,"VEHICLE",235500,-30,"PERFORMING"
"POMBA010121","STK2050278","MOTOR BICYCLE ","LEASING",105000,06-01-17,42.19,"EFFECTIVE_RATE",24,6550,"VEHICLE",150000,257.4,"NPL"
"PGMBA010468","STK2362691","MOTOR BICYCLE ","LEASING",154005,02-01-17,28,"EFFECTIVE_RATE",36,6371,"VEHICLE",225000,-30,"PERFORMING"
"PGMBA010510","STK882128","MOTOR BICYCLE ","LEASING",148190,02-01-17,34.94,"EFFECTIVE_RATE",36,6699,"VEHICLE",213800,-150,"PERFORMING"
"NYMBA008258","STK335010","MOTOR BICYCLE ","LEASING",167200,09-01-17,41.23,"EFFECTIVE_RATE",24,10342,"VEHICLE",238900,30,"PERFORMING"
"NPMBA004700","STK2365889","MOTOR BICYCLE ","LEASING",227570,04-01-17,38.52,"EFFECTIVE_RATE",36,10753,"VEHICLE",325100,147.3,"PERFORMING"
"GPMBA015375","STK2251681","MOTOR BICYCLE ","LEASING",164500,06-01-17,36.77,"EFFECTIVE_RATE",36,7608,"VEHICLE",235500,341.4,"NPL"
"GLMBA011917","STK2302204","MOTOR BICYCLE ","LEASING",112300,11-01-17,28,"EFFECTIVE_RATE",36,4646,"VEHICLE",235500,-90,"PERFORMING"
"BTMBA014853","STK2369159","MOTOR BICYCLE ","LEASING",164500,10-01-17,39.37,"EFFECTIVE_RATE",36,7854,"VEHICLE",235500,0,"PERFORMING"
"JFMBA008586","STK1815048","MOTOR BICYCLE ","LEASING",234500,10-01-17,39.8,"EFFECTIVE_RATE",24,14324,"VEHICLE",335000,-60,"PERFORMING"
"CGMBA017319","STK1187139","MOTOR BICYCLE ","LEASING",105000,10-01-17,39.3,"EFFECTIVE_RATE",18,7814,"VEHICLE",150000,656.1,"NPL"
"KRMBA009767","STK2370855","MOTOR BICYCLE ","LEASING",164710,11-01-17,40.39,"EFFECTIVE_RATE",36,7962,"VEHICLE",235300,-180,"PERFORMING"
"ARMBA013094","STK2368808","MOTOR BICYCLE ","LEASING",163750,11-01-17,33.3,"EFFECTIVE_RATE",36,7251,"VEHICLE",235500,-397.2,"PERFORMING"
"KTMBA008968","STK2372889","MOTOR BICYCLE ","LEASING",227570,16-01-17,37.89,"EFFECTIVE_RATE",36,10670,"VEHICLE",325100,621.3,"NPL"
"MWMBA015162","STK2370989","MOTOR BICYCLE ","LEASING",105000,24-01-17,45.55,"EFFECTIVE_RATE",24,6744,"VEHICLE",175000,120,"PERFORMING"
"KBMBA013137","STK2373919","MOTOR BICYCLE ","LEASING",159250,17-01-17,41.88,"EFFECTIVE_RATE",36,7838,"VEHICLE",227500,-223.2,"PERFORMING"
"AGMBA005363","STK2374409","MOTOR BICYCLE ","LEASING",162800,18-01-17,37.98,"EFFECTIVE_RATE",36,7642,"VEHICLE",235300,53.7,"PERFORMING"
"MNMBA008630","STK2375229","MOTOR BICYCLE ","LEASING",168000,18-01-17,43.97,"EFFECTIVE_RATE",24,10644,"VEHICLE",241500,180,"NPL"
"GNMBA015232","STK384722","MOTOR BICYCLE ","LEASING",93000,16-01-17,39.55,"EFFECTIVE_RATE",36,4450,"VEHICLE",168000,270,"NPL"
"VWMBA008883","STK2371179","MOTOR BICYCLE ","LEASING",161913,13-01-17,29.41,"EFFECTIVE_RATE",24,9004,"VEHICLE",235500,-30,"PERFORMING"
"MPMBA009231","STK2369910","MOTOR BICYCLE ","LEASING",162800,13-01-17,27.09,"EFFECTIVE_RATE",36,6655,"VEHICLE",235500,-30,"PERFORMING"
"AWMBA006827","STK2370268","MOTOR BICYCLE ","LEASING",73400,16-01-17,28,"EFFECTIVE_RATE",24,4029,"VEHICLE",135900,-120,"PERFORMING"
"KTMBA008920","STK2372039","MOTOR BICYCLE ","LEASING",115500,13-01-17,41.57,"EFFECTIVE_RATE",36,5664,"VEHICLE",164999,-90,"PERFORMING"
"WLMBA006391","STK2361460","MOTOR BICYCLE ","LEASING",290500,31-01-17,36.09,"EFFECTIVE_RATE",36,13321,"VEHICLE",415000,947.4,"NPL"
"CGMBA017726","STK2373016","MOTOR BICYCLE ","LEASING",139500,17-01-17,37.88,"EFFECTIVE_RATE",36,6540,"VEHICLE",199300,-727.8,"PERFORMING"
"ANMBA008784","STK1004543","MOTOR BICYCLE ","LEASING",120000,18-01-17,31.01,"EFFECTIVE_RATE",24,6773,"VEHICLE",190000,0,"PERFORMING"
"WPMBA007015","STK2374726","MOTOR BICYCLE ","LEASING",200000,18-01-17,37.68,"EFFECTIVE_RATE",36,9354,"VEHICLE",450000,-653.7,"PERFORMING"
"KNMBA012785","STK1413152","MOTOR BICYCLE ","LEASING",140400,20-01-17,46.21,"EFFECTIVE_RATE",12,14831,"VEHICLE",238900,-30,"PERFORMING"
"NTMBA008128","STK2376165","MOTOR BICYCLE ","LEASING",164850,24-01-17,43.99,"EFFECTIVE_RATE",24,10446,"VEHICLE",235500,-60,"PERFORMING"
"RGMBA004397","STK2370816","MOTOR BICYCLE ","LEASING",125999.3,19-01-17,44.37,"EFFECTIVE_RATE",36,6388,"VEHICLE",179999,-150,"PERFORMING"
"ARMBA012253","STK2365293","MOTOR BICYCLE ","LEASING",162850,02-01-17,29.14,"EFFECTIVE_RATE",36,6837,"VEHICLE",235500,-180,"PERFORMING"
"BMMBA011980","STK2366693","MOTOR BICYCLE ","LEASING",264900,05-01-17,36.89,"EFFECTIVE_RATE",36,12269,"VEHICLE",439900,286.8,"NPL"
"POMBA010176","STK2367380","MOTOR BICYCLE ","LEASING",171150,10-01-17,41.43,"EFFECTIVE_RATE",36,8378,"VEHICLE",244500,363.6,"NPL"
"MHMBA009439","STK2367657","MOTOR BICYCLE ","LEASING",150400,06-01-17,37.6,"EFFECTIVE_RATE",36,7027,"VEHICLE",238900,-30,"PERFORMING"
"ARMBA013030","STK2202776","MOTOR BICYCLE ","LEASING",164850,11-01-17,40.17,"EFFECTIVE_RATE",36,7948,"VEHICLE",235500,-646.8,"PERFORMING"
"NAMBA007862","STK2371622","MOTOR BICYCLE ","LEASING",163300,16-01-17,29.41,"EFFECTIVE_RATE",24,9082,"VEHICLE",235500,-120,"PERFORMING"
"POMBA010404","STK2375632","MOTOR BICYCLE ","LEASING",173495,18-01-17,41.68,"EFFECTIVE_RATE",36,8518,"VEHICLE",247850,177.6,"PERFORMING"
"KRMBA010264","STK1368856","MOTOR BICYCLE ","LEASING",164850,27-01-17,39.79,"EFFECTIVE_RATE",24,10069,"VEHICLE",235500,-471,"PERFORMING"
"TBMBA011740","STK93432","MOTOR BICYCLE ","LEASING",96000,19-01-17,28,"EFFECTIVE_RATE",12,9265,"VEHICLE",160000,60,"PERFORMING"
"PLMBA014923","STK2376773","MOTOR BICYCLE ","LEASING",133600,19-01-17,37.02,"EFFECTIVE_RATE",24,7962,"VEHICLE",212500,-30,"PERFORMING"
"GNMBA015825","STK2376957","MOTOR BICYCLE ","LEASING",122500,26-01-17,38.36,"EFFECTIVE_RATE",36,5777,"VEHICLE",175000,-30,"PERFORMING"
"NYMBA008647","STK2177192","MOTOR BICYCLE ","LEASING",182000,25-01-17,36.88,"EFFECTIVE_RATE",24,10832,"VEHICLE",260000,413.4,"NPL"
"TRMBA010079","STK2365450","MOTOR BICYCLE ","LEASING",164500,03-01-17,36.66,"EFFECTIVE_RATE",36,7597,"VEHICLE",235500,252.6,"NPL"
"NAMBA007664","STK2365784","MOTOR BICYCLE ","LEASING",164850,05-01-17,28,"EFFECTIVE_RATE",24,9049,"VEHICLE",235500,0,"PERFORMING"
"CGMBA017151","STK2367034","MOTOR BICYCLE ","LEASING",137000,09-01-17,40.28,"EFFECTIVE_RATE",36,6614,"VEHICLE",235500,-30,"PERFORMING"
"CGMBA017203","STK2368176","MOTOR BICYCLE ","LEASING",146000,09-01-17,43.88,"EFFECTIVE_RATE",24,9243,"VEHICLE",235500,-30,"PERFORMING"
"PWMBA003093","STK2368483","MOTOR BICYCLE ","LEASING",173495,10-01-17,29,"EFFECTIVE_RATE",24,9612,"VEHICLE",247850,-30,"PERFORMING"
"CGMBA017346","STK2369235","MOTOR BICYCLE ","LEASING",148750,11-01-17,37.56,"EFFECTIVE_RATE",36,6947,"VEHICLE",212500,363.6,"NPL"
"TBMBA011537","STK2369916","MOTOR BICYCLE ","LEASING",61600,11-01-17,65.64,"EFFECTIVE_RATE",12,7136,"VEHICLE",88000,0,"PERFORMING"
"NGMBA015056","STK2372662","MOTOR BICYCLE ","LEASING",261700,16-01-17,28,"EFFECTIVE_RATE",36,10825,"VEHICLE",415000,-90,"PERFORMING"
"CWMBA010024","STK2373002","MOTOR BICYCLE ","LEASING",138800,16-01-17,40.91,"EFFECTIVE_RATE",36,6752,"VEHICLE",198300,-120,"PERFORMING"
"MHMBA009644","STK2373383","MOTOR BICYCLE ","LEASING",149660,16-01-17,40.54,"EFFECTIVE_RATE",36,7248,"VEHICLE",213800,-120,"PERFORMING"
"GNMBA015773","STK2375230","MOTOR BICYCLE ","LEASING",154500,25-01-17,33.94,"EFFECTIVE_RATE",24,8955,"VEHICLE",225000,0,"PERFORMING"
"AWMBA006636","STK2361118","MOTOR BICYCLE ","LEASING",82500,04-01-17,32,"EFFECTIVE_RATE",24,4699,"VEHICLE",125000,-30,"PERFORMING"
"VWMBA008838","STK2366124","MOTOR BICYCLE ","LEASING",123852,11-01-17,28,"EFFECTIVE_RATE",36,5123,"VEHICLE",233500,-60,"PERFORMING"
"BMMBA011944","STK2366373","MOTOR BICYCLE ","LEASING",164850,04-01-17,42.29,"EFFECTIVE_RATE",24,10292,"VEHICLE",235500,210,"NPL"
"GRMBA003994","STK1895205","MOTOR BICYCLE ","LEASING",112000,04-01-17,37.64,"EFFECTIVE_RATE",36,5236,"VEHICLE",160000,-30,"PERFORMING"
"NGMBA014747","STK2367566","MOTOR BICYCLE ","LEASING",272930,06-01-17,39.06,"EFFECTIVE_RATE",36,12982,"VEHICLE",389900,294,"NPL"
"ANMBA008647","STK2365878","MOTOR BICYCLE ","LEASING",164499,10-01-17,40.12,"EFFECTIVE_RATE",36,7926,"VEHICLE",234999,-237.9,"PERFORMING"
"KNMBA012536","STK1983921","MOTOR BICYCLE ","LEASING",125930,13-01-17,28.68,"EFFECTIVE_RATE",24,6956,"VEHICLE",179900,30,"PERFORMING"
"NGMBA015047","STK2371813","MOTOR BICYCLE ","LEASING",137000,16-01-17,48.51,"EFFECTIVE_RATE",24,9025,"VEHICLE",235500,0,"PERFORMING"
"JFMBA008722","STK2373699","MOTOR BICYCLE ","LEASING",132125,18-01-17,28,"EFFECTIVE_RATE",12,12751,"VEHICLE",399900,-30,"PERFORMING"
"MPMBA009392","STK1404555","MOTOR BICYCLE ","LEASING",227100,17-01-17,35.8,"EFFECTIVE_RATE",36,10377,"VEHICLE",325100,537.9,"NPL"
"BMMBA012332","STK1746292","MOTOR BICYCLE ","LEASING",164850,18-01-17,38.22,"EFFECTIVE_RATE",36,7761,"VEHICLE",235500,-117.9,"PERFORMING"
"NGMBA015287","STK2375582","MOTOR BICYCLE ","LEASING",307930,18-01-17,38.77,"EFFECTIVE_RATE",36,14595,"VEHICLE",439900,351.9,"NPL"
"GWMBA009842","STK2375557","MOTOR BICYCLE ","LEASING",145400,18-01-17,42.27,"EFFECTIVE_RATE",36,7190,"VEHICLE",241500,-60,"PERFORMING"
"MHMBA009057","STK2231509","MOTOR BICYCLE ","LEASING",231000,01-01-17,28,"EFFECTIVE_RATE",24,12680,"VEHICLE",425875,0,"PERFORMING"
"KUMBA020766","STK2196795","MOTOR BICYCLE ","LEASING",164850,04-01-17,33.66,"EFFECTIVE_RATE",36,7333,"VEHICLE",235500,-60,"PERFORMING"
"PWMBA003109","STK1963792","MOTOR BICYCLE ","LEASING",105000,11-01-17,30,"EFFECTIVE_RATE",24,5871,"VEHICLE",175000,-559.2,"PERFORMING"
"BKMBA005141","STK2366782","MOTOR BICYCLE ","LEASING",138810,06-01-17,40.25,"EFFECTIVE_RATE",36,6699,"VEHICLE",198300,-538.5,"PERFORMING"
"ARMBA012703","STK1591596","MOTOR BICYCLE ","LEASING",167999,06-01-17,40.04,"EFFECTIVE_RATE",36,8087,"VEHICLE",239999,-53.4,"PERFORMING"
"KWMBA007657","STK2026412","MOTOR BICYCLE ","LEASING",143800,13-01-17,36.35,"EFFECTIVE_RATE",36,6616,"VEHICLE",213800,-378.9,"PERFORMING"
"KTMBA008890","STK2371729","MOTOR BICYCLE ","LEASING",95130,13-01-17,53.4,"EFFECTIVE_RATE",24,6531,"VEHICLE",135900,514.5,"NPL"
"KTMBA008937","STK2371782","MOTOR BICYCLE ","LEASING",164900,13-01-17,36.71,"EFFECTIVE_RATE",48,6598,"VEHICLE",234999,302.1,"NPL"
"NGMBA015065","STK2371866","MOTOR BICYCLE ","LEASING",164800,16-01-17,45.61,"EFFECTIVE_RATE",24,10590,"VEHICLE",235500,-30,"PERFORMING"
"KPMBA013447","STK2373754","MOTOR BICYCLE ","LEASING",200000,16-01-17,42.31,"EFFECTIVE_RATE",24,12489,"VEHICLE",350000,-30,"PERFORMING"
"NPMBA004939","STK2373044","MOTOR BICYCLE ","LEASING",164850,18-01-17,37.31,"EFFECTIVE_RATE",36,7675,"VEHICLE",235500,-251.1,"PERFORMING"
"KTMBA009132","STK1534870","MOTOR BICYCLE ","LEASING",122500,20-01-17,43.35,"EFFECTIVE_RATE",36,6136,"VEHICLE",175000,146.1,"PERFORMING"
"AWMBA007091","STK974551","MOTOR BICYCLE ","LEASING",122500,24-01-17,38.51,"EFFECTIVE_RATE",36,5788,"VEHICLE",175000,119.7,"PERFORMING"
"TBMBA011193","STK2364276","MOTOR BICYCLE ","LEASING",103950,04-01-17,44.35,"EFFECTIVE_RATE",24,6608,"VEHICLE",148500,111.9,"PERFORMING"
"KBMBA013012","STK2368499","MOTOR BICYCLE ","LEASING",234500,10-01-17,39.58,"EFFECTIVE_RATE",36,11225,"VEHICLE",335000,120.3,"PERFORMING"
"MGMBA018424","STK2369046","MOTOR BICYCLE ","LEASING",164850,10-01-17,40.28,"EFFECTIVE_RATE",36,7958,"VEHICLE",235500,0,"PERFORMING"
"NYMBA008319","STK1999687","MOTOR BICYCLE ","LEASING",161000,11-01-17,32.6,"EFFECTIVE_RATE",24,9219,"VEHICLE",235500,60,"PERFORMING"
"WYMBA004489","STK1557021","MOTOR BICYCLE ","LEASING",150850,13-01-17,33.78,"EFFECTIVE_RATE",36,6721,"VEHICLE",215500,-60,"PERFORMING"
"MNMBA008456","STK2369504","MOTOR BICYCLE ","LEASING",238914,10-01-17,26,"EFFECTIVE_RATE",18,16171,"VEHICLE",405500,60,"PERFORMING"
"GNMBA015320","STK2367315","MOTOR BICYCLE ","LEASING",157500,16-01-17,36.41,"EFFECTIVE_RATE",36,7251,"VEHICLE",225000,-669.6,"PERFORMING"
"NGMBA015038","STK2372611","MOTOR BICYCLE ","LEASING",164000,16-01-17,40.88,"EFFECTIVE_RATE",36,7975,"VEHICLE",235500,-471.6,"PERFORMING"
"TRMBA010565","STK2371168","MOTOR BICYCLE ","LEASING",139300,17-01-17,40.78,"EFFECTIVE_RATE",36,6766,"VEHICLE",199300,120,"PERFORMING"
"CWMBA010079","STK2372837","MOTOR BICYCLE ","LEASING",160000,18-01-17,40.49,"EFFECTIVE_RATE",24,9833,"VEHICLE",235500,0,"PERFORMING"
"JEMBA009736","STK2375444","MOTOR BICYCLE ","LEASING",98000,18-01-17,46.99,"EFFECTIVE_RATE",24,6373,"VEHICLE",235500,60,"PERFORMING"
"KTMBA009019","STK1533123","MOTOR BICYCLE ","LEASING",115499,18-01-17,37.16,"EFFECTIVE_RATE",48,4654,"VEHICLE",164999,35.1,"PERFORMING"
"HRMBA007527","STK1000771","MOTOR BICYCLE ","LEASING",173495,20-01-17,47.95,"EFFECTIVE_RATE",12,18482,"VEHICLE",247850,-30,"PERFORMING"
"WTMBA013599","STK2377014","MOTOR BICYCLE ","LEASING",109299,23-01-17,40.41,"EFFECTIVE_RATE",48,4624,"VEHICLE",309999,-903.9,"PERFORMING"
"NAMBA007602","STK2366090","MOTOR BICYCLE ","LEASING",164850,04-01-17,39.99,"EFFECTIVE_RATE",36,7930,"VEHICLE",235500,158.4,"PERFORMING"
"CGMBA017504","STK2366852","MOTOR BICYCLE ","LEASING",310000,16-01-17,30.42,"EFFECTIVE_RATE",36,13232,"VEHICLE",450000,-60,"PERFORMING"
"CGMBA017106","STK2368615","MOTOR BICYCLE ","LEASING",159250,09-01-17,37.42,"EFFECTIVE_RATE",36,7424,"VEHICLE",227500,277.2,"NPL"
"CWMBA009873","STK2369310","MOTOR BICYCLE ","LEASING",171000,11-01-17,50.1,"EFFECTIVE_RATE",12,18406,"VEHICLE",244500,-30,"PERFORMING"
"CGMBA017355","STK2369365","MOTOR BICYCLE ","LEASING",148750,11-01-17,37.56,"EFFECTIVE_RATE",36,6947,"VEHICLE",212500,339.6,"NPL"
"MGMBA018600","STK2370121","MOTOR BICYCLE ","LEASING",130430,13-01-17,41.53,"EFFECTIVE_RATE",36,6392,"VEHICLE",189900,-30,"PERFORMING"
"KRMBA009828","STK2371072","MOTOR BICYCLE ","LEASING",143499,16-01-17,61.05,"EFFECTIVE_RATE",12,16271,"VEHICLE",204999,-30,"PERFORMING"
"TBMBA011689","STK2039048","MOTOR BICYCLE ","LEASING",105000,19-01-17,28,"EFFECTIVE_RATE",12,10134,"VEHICLE",314000,-60,"PERFORMING"
"JFMBA008746","STK1008451","MOTOR BICYCLE ","LEASING",111358.43,18-01-17,28,"EFFECTIVE_RATE",12,10747,"VEHICLE",235500,60,"PERFORMING"
"DPMBA003314","STK2374711","MOTOR BICYCLE ","LEASING",164500,17-01-17,41.53,"EFFECTIVE_RATE",24,10202,"VEHICLE",235500,-30,"PERFORMING"
"MOMBA006957","STK2373885","MOTOR BICYCLE ","LEASING",173495,20-01-17,38.09,"EFFECTIVE_RATE",36,8155,"VEHICLE",247850,-60,"PERFORMING"
"MTMBA010927","STK1300892","MOTOR BICYCLE ","LEASING",164850,18-01-17,38.99,"EFFECTIVE_RATE",36,7835,"VEHICLE",235500,115.8,"PERFORMING"
"POMBA010413","STK2369961","MOTOR BICYCLE ","LEASING",148300,18-01-17,42.07,"EFFECTIVE_RATE",24,9241,"VEHICLE",213800,-90,"PERFORMING"
"NGMBA015320","STK2375187","MOTOR BICYCLE ","LEASING",129100,18-01-17,37.61,"EFFECTIVE_RATE",36,6033,"VEHICLE",189900,-60,"PERFORMING"
"KUMBA020553","STK971452","MOTOR BICYCLE ","LEASING",87000,02-01-17,50.51,"EFFECTIVE_RATE",12,9383,"VEHICLE",235500,30,"PERFORMING"
"JEMBA009415","STK2363187","MOTOR BICYCLE ","LEASING",220000,02-01-17,43.05,"EFFECTIVE_RATE",24,13827,"VEHICLE",408500,-30,"PERFORMING"
"NGMBA014738","STK1971019","MOTOR BICYCLE ","LEASING",160230,06-01-17,45.75,"EFFECTIVE_RATE",24,10309,"VEHICLE",228900,-60,"PERFORMING"
"NTMBA007688","STK935020","MOTOR BICYCLE ","LEASING",136430,09-01-17,41.56,"EFFECTIVE_RATE",36,6689,"VEHICLE",194900,293.4,"NPL"
"TBMBA011546","STK1960382","MOTOR BICYCLE ","LEASING",181000,13-01-17,35.38,"EFFECTIVE_RATE",36,8227,"VEHICLE",280000,-171.3,"PERFORMING"
"PDMBA005707","STK2374567","MOTOR BICYCLE ","LEASING",138800,17-01-17,41.9,"EFFECTIVE_RATE",36,6833,"VEHICLE",198300,-180,"PERFORMING"
"GNMBA015603","STK1158689","MOTOR BICYCLE ","LEASING",87500,20-01-17,46.77,"EFFECTIVE_RATE",24,5679,"VEHICLE",125000,750,"NPL"
"MHMBA009798","STK1324729","MOTOR BICYCLE ","LEASING",174700,19-01-17,38.02,"EFFECTIVE_RATE",36,8205,"VEHICLE",261700,593.4,"NPL"
"JEMBA009811","STK2378489","MOTOR BICYCLE ","LEASING",88000,21-01-17,65.78,"EFFECTIVE_RATE",12,10201,"VEHICLE",235500,-30,"PERFORMING"
"WRMBA004519","STK2378942","MOTOR BICYCLE ","LEASING",171150,23-01-17,44.13,"EFFECTIVE_RATE",24,10858,"VEHICLE",244500,-360.6,"PERFORMING"
"NAMBA007657","STK2365868","MOTOR BICYCLE ","LEASING",164850,05-01-17,39.99,"EFFECTIVE_RATE",36,7930,"VEHICLE",235500,-120,"PERFORMING"
"TBMBA011290","STK2367668","MOTOR BICYCLE ","LEASING",135000,09-01-17,30,"EFFECTIVE_RATE",12,13161,"VEHICLE",198300,-90,"PERFORMING"
"MPMBA009118","STK2367312","MOTOR BICYCLE ","LEASING",161630,10-01-17,29.91,"EFFECTIVE_RATE",36,6854,"VEHICLE",235500,-60,"PERFORMING"
