,team_1,team_2,_map,result_1,result_2,map_winner,event_id,match_id,rank_1,rank_2,map_wins_1,map_wins_2,match_winner
2822,Station-751,Bren,Overpass,11,16,2,5062,2338195,233,70,0,2,2
2823,Heroic,CR4ZY,Vertigo,16,3,1,4313,2338032,16,17,1,2,2
2824,Heroic,CR4ZY,Dust2,12,16,2,4313,2338032,16,17,1,2,2
2825,Heroic,CR4ZY,Train,13,16,2,4313,2338032,16,17,1,2,2
2826,Station-751,Bren,Train,2,16,2,5062,2338195,233,70,0,2,2
2827,fnatic,MIBR,Vertigo,16,9,1,4926,2337792,3,14,2,0,1
2828,Marskalk,forZe,Train,4,16,2,4313,2338031,88,18,0,2,2
2829,Marskalk,forZe,Nuke,12,16,2,4313,2338031,88,18,0,2,2
2830,fnatic,MIBR,Inferno,16,13,1,4926,2337792,3,14,2,0,1
2831,FURIA,forZe,Nuke,17,19,2,4313,2338033,13,18,1,2,2
2832,FURIA,forZe,Mirage,7,16,2,4313,2338033,13,18,1,2,2
2833,Wisla Krakow,Illuminar,Inferno,16,6,1,5047,2338190,54,28,1,2,2
2834,FURIA,forZe,Inferno,16,14,1,4313,2338033,13,18,1,2,2
2835,Astralis,Evil Geniuses,Overpass,16,6,1,4926,2337793,1,2,2,1,1
2836,Wisla Krakow,Illuminar,Overpass,12,16,2,5047,2338190,54,28,1,2,2
2837,SJ,CR4ZY,Nuke,2,16,2,4313,2338034,64,17,0,2,2
2838,Wisla Krakow,Illuminar,Train,9,16,2,5047,2338190,54,28,1,2,2
2839,Astralis,Evil Geniuses,Nuke,13,16,2,4926,2337793,1,2,2,1,1
2840,Astralis,Evil Geniuses,Inferno,16,8,1,4926,2337793,1,2,2,1,1
2841,AGO,ARCY,Vertigo,16,13,1,5047,2338189,53,37,2,1,1
2842,AGO,ARCY,Nuke,10,16,2,5047,2338189,53,37,2,1,1
2843,AGO,ARCY,Dust2,16,14,1,5047,2338189,53,37,2,1,1
2844,SJ,CR4ZY,Dust2,2,16,2,4313,2338034,64,17,0,2,2
2845,HAVU,Nordavind,Dust2,16,8,1,5019,2338183,29,85,2,1,1
2846,AVANGAR,NiP,Train,12,16,2,4926,2337789,11,9,0,2,2
2847,AVANGAR,NiP,Overpass,6,16,2,4926,2337789,11,9,0,2,2
2848,CR4ZY,GODSENT,Dust2,7,16,2,4313,2338028,17,23,7,16,2
2849,forZe,Tricked,Overpass,10,16,2,4313,2338027,18,22,10,16,2
2850,HAVU,Nordavind,Overpass,16,19,2,5019,2338183,29,85,2,1,1
2851,Astralis,fnatic,Inferno,16,14,1,4926,2337788,1,3,2,0,1
2852,HAVU,Nordavind,Nuke,16,7,1,5019,2338183,29,85,2,1,1
2853,Heroic,SJ,Nuke,13,16,2,4313,2338026,16,64,13,16,2
2854,FURIA,Marskalk,Nuke,16,10,1,4313,2338025,13,88,16,10,1
2855,Astralis,fnatic,Nuke,16,6,1,4926,2337788,1,3,2,0,1
2856,Ambush,GamerLegion,Nuke,5,16,2,5052,2338177,96,35,1,2,2
2857,Ambush,GamerLegion,Inferno,17,19,2,5052,2338177,96,35,1,2,2
2858,FURIA,Tricked,Overpass,14,16,2,4313,2338029,13,22,14,16,2
2859,Ambush,GamerLegion,Overpass,16,13,1,5052,2338177,96,35,1,2,2
2860,Yalla,Giants,Nuke,9,16,2,4945,2338186,139,58,0,2,2
2861,Evil Geniuses,NiP,Train,11,16,2,4926,2337791,2,9,2,1,1
2862,Evil Geniuses,NiP,Inferno,16,12,1,4926,2337791,2,9,2,1,1
2863,Sharks,MIBR,Vertigo,13,16,2,4926,2337790,38,14,0,2,2
2864,Sharks,MIBR,Train,7,16,2,4926,2337790,38,14,0,2,2
2865,Yalla,Giants,Dust2,7,16,2,4945,2338186,139,58,0,2,2
2866,Evil Geniuses,NiP,Nuke,16,14,1,4926,2337791,2,9,2,1,1
2867,SJ,GODSENT,Nuke,11,16,2,4313,2338030,64,23,11,16,2
2868,AGF,ALTERNATE aTTaX,Inferno,14,16,2,5031,2338156,84,74,0,2,2
2869,Unique,HellRaisers,Nuke,16,13,1,5019,2338184,69,63,1,2,2
2870,Unique,HellRaisers,Vertigo,6,16,2,5019,2338184,69,63,1,2,2
2871,AGF,ALTERNATE aTTaX,Dust2,3,16,2,5031,2338156,84,74,0,2,2
2872,Unique,HellRaisers,Mirage,4,16,2,5019,2338184,69,63,1,2,2
2873,Lynn Vision,OneThree,Nuke,5,16,2,5038,2338151,128,112,0,2,2
2874,TYLOO,OneThree,Inferno,16,14,1,5038,2338182,19,112,2,0,1
2875,TYLOO,OneThree,Train,16,3,1,5038,2338182,19,112,2,0,1
2876,SKADE,Illuminar,Mirage,6,16,2,5055,2338135,91,28,0,2,2
2877,SKADE,Illuminar,Nuke,8,16,2,5055,2338135,91,28,0,2,2
2878,Lynn Vision,OneThree,Dust2,13,16,2,5038,2338151,128,112,0,2,2
2879,TYLOO,Lucid Dream,Inferno,16,9,1,5060,2338170,19,82,2,0,1
2880,TYLOO,Lucid Dream,Mirage,16,11,1,5060,2338170,19,82,2,0,1
2881,TYLOO,R-Stars,Train,10,16,2,5038,2338150,19,66,2,1,1
2882,TYLOO,R-Stars,Dust2,19,15,1,5038,2338150,19,66,2,1,1
2883,TYLOO,R-Stars,Inferno,16,4,1,5038,2338150,19,66,2,1,1
2884,R-Stars,BTRG,Dust2,16,11,1,5060,2338171,66,119,1,2,2
2885,R-Stars,BTRG,Train,10,16,2,5060,2338171,66,119,1,2,2
2886,Lyngby Vikings,Ambush,Mirage,9,16,2,5031,2338154,77,96,0,2,2
2887,R-Stars,BTRG,Mirage,9,16,2,5060,2338171,66,119,1,2,2
2888,fnatic,MIBR,Inferno,16,9,1,4926,2337800,3,14,16,9,1
2889,Evil Geniuses,AVANGAR,Dust2,16,10,1,4926,2337797,2,11,16,10,1
2890,Evil Geniuses,Liquid,Inferno,4,16,2,4926,2337787,2,4,0,2,2
2891,RUFUS,Falkol,Dust2,16,12,1,4997,2338180,247,171,2,0,1
2892,RUFUS,Falkol,Vertigo,16,2,1,4997,2338180,247,171,2,0,1
2893,Lyngby Vikings,Ambush,Nuke,14,16,2,5031,2338154,77,96,0,2,2
2894,Evil Geniuses,Liquid,Dust2,14,16,2,4926,2337787,2,4,0,2,2
2895,Astralis,Sharks,Nuke,19,15,1,4926,2337799,1,38,19,15,1
2896,Liquid,NiP,Mirage,16,4,1,4926,2337798,4,9,16,4,1
2897,HAVU,Copenhagen Flames,Nuke,14,16,2,5052,2338175,29,45,1,2,2
2898,HAVU,Copenhagen Flames,Train,19,17,1,5052,2338175,29,45,1,2,2
2899,HAVU,Copenhagen Flames,Overpass,6,16,2,5052,2338175,29,45,1,2,2
2900,R-Stars,Lynn Vision,Mirage,16,13,1,5060,2338147,66,128,2,1,1
2901,Aristocracy,SKADE,Nuke,19,17,1,5022,2338152,37,91,2,0,1
2902,Aristocracy,SKADE,Mirage,16,8,1,5022,2338152,37,91,2,0,1
2903,Nemiga,HellRaisers,Overpass,16,10,1,5045,2338160,51,63,2,0,1
2904,Nemiga,HellRaisers,Inferno,16,10,1,5045,2338160,51,63,2,0,1
2905,OneThree,Invictus,Overpass,16,6,1,5038,2338149,112,62,2,0,1
2906,OneThree,Invictus,Train,16,11,1,5038,2338149,112,62,2,0,1
2907,R-Stars,Lynn Vision,Inferno,16,11,1,5060,2338147,66,128,2,1,1
2908,R-Stars,Lynn Vision,Dust2,14,16,2,5060,2338147,66,128,2,1,1
2909,W7M,Falkol,Overpass,16,8,1,4997,2338101,164,171,2,1,1
2910,BTRG,Invictus,Mirage,5,16,2,5038,2338143,119,62,0,2,2
2911,BTRG,Invictus,Train,13,16,2,5038,2338143,119,62,0,2,2
2912,Faint,Rebirth,Mirage,19,15,1,5030,2338140,124,155,2,0,1
2913,Faint,Rebirth,Vertigo,16,5,1,5030,2338140,124,155,2,0,1
2914,W7M,Falkol,Inferno,12,16,2,4997,2338101,164,171,2,1,1
2915,W7M,Falkol,Train,19,16,1,4997,2338101,164,171,2,1,1
2916,iNTACT,Oceanus,Nuke,16,14,1,5030,2338126,142,132,2,0,1
2917,iNTACT,Oceanus,Inferno,16,6,1,5030,2338126,142,132,2,0,1
2918,Espada,Dracarys,Dust2,16,2,1,5043,2338129,97,149,3,0,1
2919,Espada,Dracarys,Mirage,16,8,1,5043,2338129,97,149,3,0,1
2920,Wisla Krakow,Virtus.pro,Mirage,14,16,2,5055,2338164,54,25,1,2,2
2921,Espada,Dracarys,Nuke,16,8,1,5043,2338129,97,149,3,0,1
2922,Aristocracy,Copenhagen Flames,Nuke,16,7,1,5022,2338172,37,45,2,0,1
2923,GamerLegion,Giants,Dust2,16,5,1,4945,2337984,35,58,2,1,1
2924,Wisla Krakow,Virtus.pro,Nuke,12,16,2,5055,2338164,54,25,1,2,2
2925,Alma,RUFUS,Inferno,6,16,2,4997,2338168,278,247,0,2,2
2926,Alma,RUFUS,Overpass,12,16,2,4997,2338168,278,247,0,2,2
2927,Winstrike,Wisla Krakow,Overpass,13,16,2,5019,2338159,57,54,0,2,2
2928,Winstrike,Wisla Krakow,Inferno,14,16,2,5019,2338159,57,54,0,2,2
2929,North,maquinas,Overpass,19,16,1,5052,2338092,21,98,2,0,1
2930,North,maquinas,Mirage,16,14,1,5052,2338092,21,98,2,0,1
2931,Aristocracy,Copenhagen Flames,Train,16,13,1,5022,2338172,37,45,2,0,1
2932,Wisla Krakow,Virtus.pro,Train,16,14,1,5055,2338164,54,25,1,2,2
2933,Na`Vi Junior,Nemiga,Inferno,8,16,2,5045,2338161,101,51,1,2,2
2934,Na`Vi Junior,Nemiga,Mirage,14,16,2,5045,2338161,101,51,1,2,2
2935,SJ,Copenhagen Flames,Inferno,13,16,2,5022,2338153,64,45,0,2,2
2936,SJ,Copenhagen Flames,Nuke,13,16,2,5022,2338153,64,45,0,2,2
2937,Izako Boars,Nordavind,Mirage,2,16,2,5019,2338158,80,85,0,2,2
2938,Izako Boars,Nordavind,Overpass,14,16,2,5019,2338158,80,85,0,2,2
2939,GamerLegion,Giants,Nuke,10,16,2,4945,2337984,35,58,2,1,1
2940,GamerLegion,Giants,Overpass,16,3,1,4945,2337984,35,58,2,1,1
2941,Na`Vi Junior,Nemiga,Vertigo,16,5,1,5045,2338161,101,51,1,2,2
2942,TYLOO,Invictus,Mirage,16,14,1,5038,2337931,19,62,2,0,1
2943,Genuine,MC,Dust2,16,11,1,5044,2337973,145,127,2,1,1
2944,Genuine,MC,Nuke,16,11,1,5044,2337973,145,127,2,1,1
2945,Genuine,MC,Overpass,17,19,2,5044,2337973,145,127,2,1,1
2946,madlikewizards,Genuine,Dust2,12,16,2,5044,2338141,166,145,1,2,2
2947,TYLOO,Invictus,Dust2,16,8,1,5038,2337931,19,62,2,0,1
2948,OneThree,TYLOO,Dust2,14,16,2,5038,2338128,112,19,0,2,2
2949,OneThree,TYLOO,Mirage,6,16,2,5038,2338128,112,19,0,2,2
2950,madlikewizards,Ground Zero,Inferno,7,16,2,5044,2337972,166,108,2,1,1
2951,madlikewizards,Ground Zero,Overpass,16,13,1,5044,2337972,166,108,2,1,1
2952,Recon 5,Faint,Inferno,16,4,1,5030,2337985,134,124,2,1,1
2953,madlikewizards,Ground Zero,Mirage,16,13,1,5044,2337972,166,108,2,1,1
2954,Recon 5,Faint,Mirage,16,13,1,5030,2337985,134,124,2,1,1
2955,Recon 5,Faint,Nuke,6,16,2,5030,2337985,134,124,2,1,1
2956,Rebirth,ETHEREAL,Mirage,16,11,1,5030,2338081,155,144,2,1,1
2957,Rebirth,ETHEREAL,Nuke,13,16,2,5030,2338081,155,144,2,1,1
2958,Rebirth,ETHEREAL,Train,19,16,1,5030,2338081,155,144,2,1,1
2959,Falkol,RUFUS,Overpass,5,16,2,5042,2338115,171,247,0,2,2
2960,Falkol,RUFUS,Train,13,16,2,5042,2338115,171,247,0,2,2
2961,madlikewizards,Genuine,Inferno,16,19,2,5044,2338141,166,145,1,2,2
2962,madlikewizards,Genuine,Train,16,13,1,5044,2338141,166,145,1,2,2
2963,Unique,Heretics,Nuke,16,13,1,5019,2338130,69,40,2,1,1
2964,Unique,Heretics,Dust2,16,2,1,5019,2338130,69,40,2,1,1
2965,Aristocracy,Wisla Krakow,Dust2,16,8,1,5055,2338111,37,54,2,0,1
2966,Falkol,Alma,Inferno,12,16,2,4997,2338100,171,278,2,1,1
2967,Falkol,Alma,Train,16,12,1,4997,2338100,171,278,2,1,1
2968,Falkol,Alma,Mirage,16,6,1,4997,2338100,171,278,2,1,1
2969,Virtus.pro,AGO,Vertigo,12,16,2,5055,2338112,25,53,0,2,2
2970,Nemiga,Secret,Inferno,10,16,2,5019,2338132,51,61,0,2,2
2971,Nemiga,Secret,Mirage,10,16,2,5019,2338132,51,61,0,2,2
2972,Nordavind,AGF,Nuke,16,1,1,5031,2338074,85,84,2,0,1
2973,Nordavind,AGF,Inferno,16,4,1,5031,2338074,85,84,2,0,1
2974,Aristocracy,Wisla Krakow,Nuke,16,12,1,5055,2338111,37,54,2,0,1
2975,Virtus.pro,AGO,Nuke,12,16,2,5055,2338112,25,53,0,2,2
2976,Nemiga,MAJESTY,Inferno,16,10,1,5045,2338144,51,130,2,0,1
2977,SKADE,AGO,Train,16,6,1,5019,2338131,91,53,2,0,1
2978,SKADE,AGO,Inferno,16,13,1,5019,2338131,91,53,2,0,1
2979,EHOME,R-Stars,Mirage,13,16,2,5038,2338125,75,66,0,2,2
2980,EHOME,R-Stars,Dust2,13,16,2,5038,2338125,75,66,0,2,2
2981,TYLOO,EHOME,Dust2,16,12,1,5060,2338145,19,75,2,0,1
2982,TYLOO,EHOME,Mirage,16,13,1,5060,2338145,19,75,2,0,1
2983,Unique,Heretics,Mirage,6,16,2,5019,2338130,69,40,2,1,1
2984,Nemiga,MAJESTY,Overpass,16,3,1,5045,2338144,51,130,2,0,1
2985,BTRG,OneThree,Nuke,6,16,2,5038,2337930,108,90,0,2,2
2986,Sprout,forZe,Inferno,14,16,2,4945,2337982,23,18,0,2,2
2987,HAVU,SJ,Nuke,16,7,1,5019,2338116,27,47,2,0,1
2988,HAVU,SJ,Overpass,16,10,1,5019,2338116,27,47,2,0,1
2989,EXTREMUM,Dracarys,Overpass,13,16,2,5043,2338097,250,167,1,2,2
2990,EXTREMUM,Dracarys,Dust2,16,11,1,5043,2338097,250,167,1,2,2
2991,EXTREMUM,Dracarys,Train,6,16,2,5043,2338097,250,167,1,2,2
2992,Lynn Vision,R-Stars,Mirage,16,8,1,5038,2338018,137,58,2,1,1
2993,BTRG,OneThree,Overpass,7,16,2,5038,2337930,108,90,0,2,2
2994,Lynn Vision,R-Stars,Dust2,6,16,2,5038,2338018,137,58,2,1,1
2995,Lynn Vision,R-Stars,Inferno,16,9,1,5038,2338018,137,58,2,1,1
2996,Oceanus,Gorilla Gang,Nuke,11,16,2,5030,2338082,146,148,2,1,1
2997,Oceanus,Gorilla Gang,Mirage,16,8,1,5030,2338082,146,148,2,1,1
2998,Oceanus,Gorilla Gang,Inferno,16,14,1,5030,2338082,146,148,2,1,1
2999,Sinister5,Goliath,Nuke,16,7,1,5056,2338118,179,134,2,0,1
3000,Sprout,forZe,Mirage,17,19,2,4945,2337982,23,18,0,2,2
3001,GamerLegion,Copenhagen Flames,Overpass,16,6,1,5052,2338105,31,49,2,1,1
3002,Sinister5,Goliath,Train,16,13,1,5056,2338118,179,134,2,0,1
3003,HellRaisers,PACT,Train,16,14,1,5019,2338117,77,72,2,1,1
3004,Virtus.pro,GODSENT,Overpass,16,9,1,4945,2337983,24,22,2,0,1
3005,Unicorns of Love,Lyngby Vikings,Nuke,16,13,1,5031,2338075,89,77,2,1,1
3006,Unicorns of Love,Lyngby Vikings,Inferno,16,9,1,5031,2338075,89,77,2,1,1
3007,ALTERNATE aTTaX,Izako Boars,Mirage,22,19,1,5031,2338120,74,80,2,0,1
3008,ALTERNATE aTTaX,Izako Boars,Overpass,16,9,1,5031,2338120,74,80,2,0,1
3009,HellRaisers,PACT,Mirage,16,10,1,5019,2338117,77,72,2,1,1
3010,HellRaisers,PACT,Nuke,17,19,2,5019,2338117,77,72,2,1,1
3011,Unicorns of Love,Lyngby Vikings,Overpass,16,19,2,5031,2338075,89,77,2,1,1
3012,Defusekids,Ambush,Inferno,3,16,2,5031,2338119,95,96,0,2,2
3013,Aristocracy,forZe,Nuke,16,14,1,4492,2338124,37,18,2,0,1
3014,Aristocracy,forZe,Train,16,13,1,4492,2338124,37,18,2,0,1
3015,GamerLegion,Copenhagen Flames,Nuke,11,16,2,5052,2338105,31,49,2,1,1
3016,GamerLegion,Copenhagen Flames,Inferno,16,13,1,5052,2338105,31,49,2,1,1
3017,Virtus.pro,GODSENT,Train,16,8,1,4945,2337983,24,22,2,0,1
3018,Defusekids,Ambush,Train,11,16,2,5031,2338119,95,96,0,2,2
3019,DETONA,Movistar Riders,Overpass,3,16,2,4977,2338096,51,43,2,1,1
3020,ENCE,mousesports,Inferno,11,16,2,4680,2337962,14,12,0,2,2
3021,forZe,pro100,Dust2,11,16,2,4981,2338088,18,46,2,1,1
3022,forZe,pro100,Mirage,16,12,1,4981,2338088,18,46,2,1,1
3023,forZe,pro100,Overpass,16,9,1,4981,2338088,18,46,2,1,1
3024,DETONA,Movistar Riders,Train,16,7,1,4977,2338096,51,43,2,1,1
3025,TYLOO,mousesports,Inferno,17,19,2,4680,2337961,26,12,1,2,2
3026,DETONA,Movistar Riders,Mirage,16,11,1,4977,2338096,51,43,2,1,1
3027,TYLOO,mousesports,Overpass,16,6,1,4680,2337961,26,12,1,2,2
3028,TYLOO,mousesports,Dust2,14,16,2,4680,2337961,26,12,1,2,2
3029,ENCE,MIBR,Train,14,16,2,4680,2337960,14,15,2,1,1
3030,ENCE,MIBR,Mirage,16,11,1,4680,2337960,14,15,2,1,1
3031,ENCE,MIBR,Overpass,16,10,1,4680,2337960,14,15,2,1,1
3032,Heretics,Movistar Riders,Overpass,16,12,1,4977,2338098,42,43,2,0,1
3033,Heretics,Movistar Riders,Inferno,16,11,1,4977,2338098,42,43,2,0,1
3034,ENCE,mousesports,Train,10,16,2,4680,2337962,14,12,0,2,2
3035,Gambit Youngsters,MELBET,Overpass,16,12,1,4981,2338094,25,223,2,0,1
3036,forZe,Gambit Youngsters,Inferno,16,12,1,4981,2338106,18,25,2,0,1
3037,Gambit Youngsters,MELBET,Dust2,19,17,1,4981,2338094,25,223,2,0,1
3038,HAVU,Ambush,Dust2,13,16,2,5052,2338090,27,105,1,2,2
3039,HAVU,Ambush,Overpass,16,6,1,5052,2338090,27,105,1,2,2
3040,HAVU,Ambush,Train,16,19,2,5052,2338090,27,105,1,2,2
3041,Nordavind,pro100,Overpass,16,8,1,5019,2338024,82,46,2,1,1
3042,Nordavind,pro100,Inferno,19,16,1,5019,2338024,82,46,2,1,1
3043,forZe,Gambit Youngsters,Vertigo,22,20,1,4981,2338106,18,25,2,0,1
3044,Nordavind,pro100,Dust2,7,16,2,5019,2338024,82,46,2,1,1
3045,BIG,Copenhagen Flames,Inferno,16,10,1,4945,2337981,28,49,2,0,1
3046,PACT,AGO,Nuke,2,16,2,5046,2337998,72,56,1,2,2
3047,PACT,AGO,Train,16,13,1,5046,2337998,72,56,1,2,2
3048,PACT,AGO,Dust2,8,16,2,5046,2337998,72,56,1,2,2
3049,HellRaisers,Kryvbas,Inferno,16,8,1,5045,2338048,77,151,2,0,1
3050,BIG,Copenhagen Flames,Mirage,16,13,1,4945,2337981,28,49,2,0,1
3051,HellRaisers,Kryvbas,Vertigo,16,10,1,5045,2338048,77,151,2,0,1
3052,Red Instinct,SILENT,Dust2,16,13,1,5007,2338002,200,184,2,0,1
3053,SJ,Wisla Krakow,Train,12,16,2,5019,2338020,47,57,1,2,2
3054,SJ,Wisla Krakow,Nuke,12,16,2,5019,2338020,47,57,1,2,2
3055,SJ,Wisla Krakow,Dust2,16,10,1,5019,2338020,47,57,1,2,2
3056,Syman,Gambit Youngsters,Mirage,5,16,2,4981,2338017,45,25,0,2,2
3057,Red Instinct,SILENT,Inferno,16,13,1,5007,2338002,200,184,2,0,1
3058,Syman,Gambit Youngsters,Train,6,16,2,4981,2338017,45,25,0,2,2
3059,Giants,MAD Lions,Vertigo,16,10,1,5032,2338084,69,234,2,0,1
3060,pro100,EXTREMUM,Dust2,16,13,1,4981,2338073,46,250,2,0,1
3061,pro100,EXTREMUM,Overpass,19,16,1,4981,2338073,46,250,2,0,1
3062,Gorilla Gang,Drawn to Fulfillment,Nuke,16,14,1,5030,2337989,148,272,2,0,1
3063,Evil Geniuses,mousesports,Overpass,10,16,2,4680,2337959,2,12,0,2,2
3064,Evil Geniuses,mousesports,Nuke,13,16,2,4680,2337959,2,12,0,2,2
3065,forZe,Na`Vi Junior,Inferno,16,8,1,4981,2338016,18,129,2,0,1
3066,forZe,Na`Vi Junior,Dust2,19,16,1,4981,2338016,18,129,2,0,1
3067,MIBR,AVANGAR,Mirage,9,16,2,4680,2337958,15,9,2,1,1
3068,MIBR,AVANGAR,Train,16,12,1,4680,2337958,15,9,2,1,1
3069,MIBR,AVANGAR,Dust2,19,15,1,4680,2337958,15,9,2,1,1
3070,Gorilla Gang,Drawn to Fulfillment,Mirage,16,14,1,5030,2337989,148,272,2,0,1
3071,PACT,m1x,Mirage,16,12,1,5019,2338021,72,61,2,0,1
3072,Giants,MAD Lions,Nuke,16,4,1,5032,2338084,69,234,2,0,1
3073,Izako Boars,ex-BLUEJAYS,Nuke,16,12,1,5031,2338079,85,113,2,0,1
3074,PACT,m1x,Nuke,16,5,1,5019,2338021,72,61,2,0,1
3075,x6tence,Giants,Nuke,11,16,2,5032,2338089,130,69,0,3,2
3076,DETONA,eXploit,Train,16,11,1,4977,2338049,51,145,2,1,1
3077,eXploit,Heretics,Dust2,1,16,2,4977,2338095,145,42,0,2,2
3078,Ambush,FATE,Dust2,19,17,1,5031,2338077,105,83,2,0,1
3079,Izako Boars,ex-BLUEJAYS,Mirage,16,11,1,5031,2338079,85,113,2,0,1
3080,eXploit,Heretics,Inferno,5,16,2,4977,2338095,145,42,0,2,2
3081,Heretics,Movistar Riders,Nuke,10,16,2,4977,2338050,42,43,0,2,2
3082,Heretics,Movistar Riders,Overpass,8,16,2,4977,2338050,42,43,0,2,2
3083,x6tence,Giants,Dust2,10,16,2,5032,2338089,130,69,0,3,2
3084,x6tence,Giants,Overpass,8,16,2,5032,2338089,130,69,0,3,2
3085,Ambush,FATE,Inferno,16,4,1,5031,2338077,105,83,2,0,1
3086,LDLC,Defusekids,Nuke,17,19,2,5031,2338076,114,121,0,2,2
3087,Unique,Winstrike,Nuke,12,16,2,5019,2338022,64,63,0,2,2
3088,LDLC,Defusekids,Train,10,16,2,5031,2338076,114,121,0,2,2
3089,DETONA,eXploit,Vertigo,16,5,1,4977,2338049,51,145,2,1,1
3090,Unique,Winstrike,Vertigo,2,16,2,5019,2338022,64,63,0,2,2
3091,DETONA,eXploit,Dust2,8,16,2,4977,2338049,51,145,2,1,1
3092,Nemiga,MELBET,Overpass,14,16,2,4981,2338072,44,223,1,2,2
3093,Nemiga,MELBET,Inferno,16,9,1,4981,2338072,44,223,1,2,2
3094,Nemiga,MELBET,Nuke,6,16,2,4981,2338072,44,223,1,2,2
3095,Copenhagen Flames,Winstrike,Nuke,19,16,1,5022,2337995,49,63,2,1,1
3096,Thunder Logic,iNTACT,Train,16,11,1,5030,2337986,139,123,2,1,1
3097,BIG,Hard Legion,Inferno,13,16,2,4826,2338003,28,34,0,2,2
3098,BIG,Hard Legion,Train,4,16,2,4826,2338003,28,34,0,2,2
3099,R-Stars,EHOME,Dust2,10,16,2,5038,2337929,58,71,2,1,1
3100,R-Stars,EHOME,Train,16,8,1,5038,2337929,58,71,2,1,1
3101,R-Stars,EHOME,Overpass,16,13,1,5038,2337929,58,71,2,1,1
3102,Thunder Logic,iNTACT,Mirage,17,19,2,5030,2337986,139,123,2,1,1
3103,Rebirth,Brazen,Overpass,16,7,1,5030,2337987,128,226,2,0,1
3104,Thunder Logic,iNTACT,Nuke,16,14,1,5030,2337986,139,123,2,1,1
3105,Oceanus,timbermen,Train,19,17,1,5030,2337988,146,227,2,0,1
3106,Oceanus,timbermen,Nuke,16,4,1,5030,2337988,146,227,2,0,1
3107,Rebirth,Brazen,Nuke,16,14,1,5030,2337987,128,226,2,0,1
3108,Precision,ETHEREAL,Overpass,5,16,2,5030,2337969,119,205,0,2,2
3109,Precision,ETHEREAL,Train,3,16,2,5030,2337969,119,205,0,2,2
3110,Copenhagen Flames,Winstrike,Train,16,2,1,5022,2337995,49,63,2,1,1
3111,Copenhagen Flames,Winstrike,Overpass,11,16,2,5022,2337995,49,63,2,1,1
3112,eXploit,OFFSET,Train,16,14,1,5035,2338004,145,81,3,2,1
3113,HAVU,Aristocracy,Train,13,16,2,4945,2337979,27,32,0,2,2
3114,MELBET,EXTREMUM,Dust2,16,4,1,5049,2338012,223,250,2,0,1
3115,Illuminar,Ancient,Overpass,17,19,2,4945,2337980,29,55,2,1,1
3116,HAVU,Aristocracy,Nuke,14,16,2,4945,2337979,27,32,0,2,2
3117,Illuminar,Ancient,Mirage,16,12,1,4945,2337980,29,55,2,1,1
3118,HellRaisers,EXTREMUM,Overpass,17,19,2,5049,2338015,77,250,0,2,2
3119,HellRaisers,EXTREMUM,Mirage,13,16,2,5049,2338015,77,250,0,2,2
3120,Na`Vi Junior,Kryvbas,Inferno,16,2,1,5045,2338006,129,151,2,0,1
3121,Na`Vi Junior,Kryvbas,Dust2,16,2,1,5045,2338006,129,151,2,0,1
3122,MELBET,EXTREMUM,Train,16,8,1,5049,2338012,223,250,2,0,1
3123,Illuminar,Ancient,Train,16,12,1,4945,2337980,29,55,2,1,1
3124,pro100,Wisla Krakow,Overpass,16,11,1,5022,2337996,46,57,2,1,1
3125,pro100,Wisla Krakow,Inferno,16,10,1,5022,2337996,46,57,2,1,1
3126,eXploit,OFFSET,Dust2,14,16,2,5035,2338004,145,81,3,2,1
3127,eXploit,OFFSET,Nuke,16,14,1,5035,2338004,145,81,3,2,1
3128,eXploit,OFFSET,Vertigo,19,16,1,5035,2338004,145,81,3,2,1
3129,eXploit,OFFSET,Inferno,3,16,2,5035,2338004,145,81,3,2,1
3130,pro100,Wisla Krakow,Mirage,15,19,2,5022,2337996,46,57,2,1,1
3131,eXploit,GTZ Bulls,Train,16,9,1,5035,2337907,145,206,2,0,1
3132,GamerLegion,Spirit,Dust2,11,16,2,4826,2337997,31,35,0,2,2
3133,GamerLegion,Spirit,Overpass,10,16,2,4826,2337997,31,35,0,2,2
3134,ViCi,AVANGAR,Inferno,19,17,1,4680,2337957,36,9,1,2,2
3135,ViCi,AVANGAR,Mirage,12,16,2,4680,2337957,36,9,1,2,2
3136,ViCi,AVANGAR,Train,10,16,2,4680,2337957,36,9,1,2,2
3137,eXploit,GTZ Bulls,Inferno,16,14,1,5035,2337907,145,206,2,0,1
3138,G2,Evil Geniuses,Mirage,5,16,2,4680,2337955,13,2,1,2,2
3139,ENCE,mousesports,Mirage,16,8,1,4680,2337956,14,12,2,1,1
3140,ENCE,mousesports,Dust2,16,11,1,4680,2337956,14,12,2,1,1
3141,G2,Evil Geniuses,Dust2,16,5,1,4680,2337955,13,2,1,2,2
3142,G2,Evil Geniuses,Overpass,5,16,2,4680,2337955,13,2,1,2,2
3143,TYLOO,MIBR,Mirage,16,12,1,4680,2337954,26,15,2,0,1
3144,TYLOO,MIBR,Train,16,12,1,4680,2337954,26,15,2,0,1
3145,OFFSET,Baecon,Train,16,3,1,5035,2337908,81,243,2,0,1
3146,OFFSET,Baecon,Nuke,16,7,1,5035,2337908,81,243,2,0,1
3147,ENCE,mousesports,Inferno,11,16,2,4680,2337956,14,12,2,1,1
