,team_won,team_lost,winning_score,losing_score,winning_rank,losing_rank
15451,Arena Bulls,private,2,1,,
15452,Izako Boars,Exalty,2,0,,
15453,Unique,DreamEaters,2,0,,
15454,Bravado,Signify,2,1,,
15455,Syman,HOLLYWOOD,2,0,,
15456,Bravado,Energy,16,12,,
15457,BTRG.IMBA,BOOT-d[S],2,1,,
15458,Energy,Entity,16,11,,
15459,BTRG.IMBA,MiTH,2,0,,
15460,TNC,FrostFire,2,0,,
15461,Signify,Bravado,2,0,,
15462,MVP PK,BOOT-d[S],16,7,,
15463,BOOT-d[S],MiTH,16,2,,
15464,MVP PK,BTRG.IMBA,16,8,,
15465,Endpoint,Defusekids,2,1,26.0,
15466,Underdogs,Monolith,2,1,,
15467,Bpro,GUNRUNNERS,2,1,,
15468,Arena Bulls,GameZone,2,1,,
15469,Singularity,x1 Mob,2,0,,
15470,FURIA,Fragging for Andy,2,0,12.0,
15471,Izako Boars,mCon,2,0,,
15472,Drip or Drown,Thunder Logic,2,0,,
15473,Team1,MAJESTY,2,0,,
15474,Vireo.pro,Misfits and Digenerates,2,0,,
15475,NASR,NotStoned,2,1,,
15476,Defusekids,Izako Boars,2,0,,
15477,Thunder Logic,The Tourists,2,0,,
15478,x1 Mob,Vivency,2,0,,
15479,Bpro,Arena Bulls,2,0,,
15480,Signify,Entity,2,0,,
15481,GUNRUNNERS,private,2,0,,
15482,Fragging for Andy,7evenChapters,2,0,,
15483,Endpoint,Exalty,2,0,26.0,
15484,Misfits and Digenerates,can't believe she took the kids,2,0,,
15485,djakuyu,Windigo Academy,2,0,,
15486,K23,ProdigY,2,0,,
15487,Defusekids,GameZone,16,8,,
15488,Arena Bulls,mCon,16,8,,
15489,GUNRUNNERS,Giants,1,0,,
15490,djakuyu,Team1,2,1,,
15491,Windigo Academy,MAJESTY,2,0,,
15492,Flash,ViCi,2,0,,
15493,ViCi,Sparta,2,0,,
15494,EHOME,Flash,16,6,,
15495,The Tourists,Legacy of Aeons,16,5,,
15496,x1 Mob,Follow me @,16,10,,
15497,Flash,Sparta,16,3,,
15498,7evenChapters,Penn State,16,5,,
15499,can't believe she took the kids,Toggle When Needed,16,5,,
15500,Fragging for Andy,The Tourists,16,2,,
15501,Drip or Drown,x1 Mob,16,9,,
15502,EHOME,ViCi,16,7,,
15503,Thunder Logic,7evenChapters,16,5,,
15504,Misfits and Digenerates,Regal Reserve,16,7,,
15505,Vivency,n0rth reb0rn,16,6,,
15506,Rogue,eXtreme,2,0,,
15507,Rejected,CheeseLTD,2,0,,
15508,Vindicta,Fragsters,16,7,,
15509,ex-Space Soldiers,5POWER,2,0,,
15510,Alpha Red,expert,16,11,,
15511,HAVU,ALTERNATE aTTaX,2,0,,
15512,TYLOO,Atlando,16,14,,
15513,FURIA,Formidable,2,0,12.0,
15514,Envy,AVANT,2,0,,
15515,DETONA,Content,2,0,,
15516,Spirit,HAVU,2,0,15.0,
15517,OpTic,Ghost,2,0,,
15518,Imperial,Giants,2,0,,
15519,Bravado,GROM F1RST,16,13,,
15520,Movistar Riders,TYLOO,2,1,,
15521,Movistar Riders,Movistar Riders,2,1,,
15522,Valiance,Valiance,2,1,,
15523,forZe,Nemiga,2,1,17.0,
15524,Knock Out,cOOLkids,2,0,,
15525,Sprout,Depre,2,0,,
15526,Nemiga,Valiance,2,0,,
15527,forZe,Revolte,2,0,17.0,
15528,expert,TeamOne,2,0,,
15529,Slovakia,Liquid,2,0,,14.0
15530,Arctic,3DMAX,2,0,,
15531,AGO,Nemiga,2,0,,
15532,Valiance,5POWER,2,0,,
15533,MIBR,pro100,16,7,,
15534,Wild,beastm0de,2,0,,
15535,UnderPressure,ORDER,2,0,,
15536,INTZ,Renegades,2,0,,
15537,PUGSTAR5,Booty Duty,2,1,,
15538,pro100,Ten Gallon Terrors,2,0,,
15539,Giants,Luminosity,2,0,,
15540,Legacy,beastm0de,2,0,,
15541,Atlants,Complexity,2,0,,13.0
15542,Syman,HOLLYWOOD,2,0,,
15543,TYLOO,CyberZen,2,0,,
15544,Tainted Minds,Legacy,2,0,,
15545,ORDER,madlikewizards,2,0,,
15546,CyberZen,Flash,2,0,,
15547,Grayhound,ORDER,2,1,,
15548,Legacy,TRIDENT,2,0,,
15549,madlikewizards,Breakaway,1,0,,
15550,Renegades,Tainted Minds,2,1,,
15551,ORDER,Legacy,2,1,,
15552,Grayhound,TRIDENT,2,0,,
15553,Renegades,Breakaway,2,0,,
15554,Tainted Minds,madlikewizards,1,0,,
15555,Wild,Sharks,2,0,,
15556,Vitality,Rogue,2,0,10.0,
15557,Isurus,W7M,2,0,,
15558,Valiance,UltiCoin,2,1,,
15559,OFFSET,k1ck,2,1,,
15560,Luminosity,eUnited,2,0,,
15561,Wild,Rejected,2,1,,
15562,W7M,Yeah,2,1,,
15563,Imperial,Sharks,2,0,,
15564,AVANGAR,UnderPressure,2,0,,
15565,UltiCoin,R5,2,0,,
15566,INTZ,Isurus,2,0,,
15567,Vitality,Fragsters,2,0,10.0,
15568,London,Fierce,2,0,,
15569,Winstrike,RAVE,2,0,,
15570,Kyrgyzstan,word_exe,2,0,,
15571,Giants,GTZ Bulls,2,1,,
15572,Isurus,Wild,2,1,,
15573,Sharks,W7M,2,0,,
15574,Valiance,Akopalipsa,2,0,,
15575,Luminosity,Envy,2,0,,
15576,Nemiga,Gambit,2,0,,1.0
15577,Spirit,forZe,2,0,15.0,17.0
15578,Endpoint,Vexed,2,0,26.0,
15579,Imperial,Yeah,2,0,,
15580,INTZ,Rejected,2,0,,
15581,AVANGAR,PUGSTAR5,2,0,,
15582,RAVE,pro100,2,1,,
15583,UnderPressure,Monolith,2,1,,
15584,k1ck,Giants,16,10,,
15585,Winstrike,MOLLIHblE,2,0,,
15586,OFFSET,GTZ Bulls,16,10,,
15587,Gambit,LAN DODGERS,2,1,1.0,
15588,Nemiga,Atlants,2,1,,
15589,Flash,GOSU,2,1,,
15590,forZe,HOLLYWOOD,2,0,17.0,
15591,Spirit,Syman,2,0,15.0,
15592,TYLOO,CyberZen,2,0,,
15593,Grayhound,ORDER,2,0,,
15594,AVANT,Roar,16,13,,
15595,TYLOO,Flash,2,1,,
15596,Ground Zero,ORDER,16,0,,
15597,CyberZen,GOSU,2,0,,
15598,Chiefs,Deceptors,16,12,,
15599,Ghost,Rogue,16,13,,
15600,Complexity,eUnited,22,19,13.0,
15601,Rogue,Fragsters,16,8,,
15602,HAVU,Jordan's Money Crew,2,1,,
15603,eUnited,Luminosity,16,13,,
15604,Ghost,Vitality,16,12,,10.0
15605,x6tence Galaxy,Berzerk,2,0,,
15606,Complexity,Envy,16,6,13.0,
15607,AGO,Kinguin,2,0,,
15608,exDT,FIREMIX,3,0,,
15609,FIREMIX,Uniquestars,2,1,,
15610,CyberZen,Flash,2,0,,
15611,Beyond,TNC,3,0,,
15612,ORDER,AVANT,2,1,,
15613,Grayhound,Tainted Minds,2,0,,
15614,CyberZen,5POWER,2,0,,
15615,ViCi,Flash,2,0,,
15616,Uniquestars,NASR,2,0,,
15617,exDT,FIREMIX,2,0,,
15618,GOSU,Storm Rider,2,1,,
15619,TNC,BOOT-d[S],2,0,,
15620,Tainted Minds,Breakaway,16,5,,
15621,AVANT,Chiefs,16,10,,
15622,ORDER,Legacy,16,12,,
15623,Grayhound,R!OT,16,3,,
15624,5POWER,Sparta,2,1,,
15625,TNC,Vindicta,2,1,,
15626,Beyond,BOOT-d[S],2,0,,
15627,Storm Rider,Absolute,2,1,,
15628,CyberZen,BTRG.IMBA,2,0,,
15629,Singularity,Vireo.pro,2,0,,
15630,MVP PK,GOSU,2,0,,
15631,ProdigY,SYNC,2,0,,
15632,Imperial,DETONA,2,0,,
15633,Kinguin,Epsilon,2,1,,
15634,Windigo Academy,spray'n'pray,2,0,,
15635,Windigo,Tricked,2,0,,
15636,Windigo Academy,Team1,16,10,,
15637,Tricked,Nexus,2,1,,
15638,NASR,juicey,2,0,,
15639,spray'n'pray,MAJESTY,16,3,,
15640,Uniquestars,NOM,2,0,,
15641,Vexed,SJ,2,0,,
15642,TNC,Recca,2,1,,
15643,FIREMIX,juicey,2,1,,
15644,NASR,Portal,2,0,,
15645,Vindicta,Signature,2,0,,
15646,exDT,NOM,2,0,,
15647,Uniquestars,FATE MENA,2,0,,
15648,Storm Rider,2990,2,0,,
15649,Absolute,Ignis,2,0,,
15650,5POWER,Thirteen,2,0,,
15651,CyberZen,EHOME,2,0,,
15652,Flash,Sparta,2,1,,
15653,exDT,Portal,2,1,,
15654,NOM,NASR,2,1,,
15655,juicey,FATE MENA,2,1,,
15656,Beyond,Signature,2,1,,
15657,Vindicta,Lucid Dream,2,1,,
15658,BOOT-d[S],Recca,2,1,,
15659,FIREMIX,Uniquestars,2,0,,
15660,MVP PK,Storm Rider,2,1,,
15661,5POWER,Sad Story,2,0,,
15662,ViCi,BTRG.IMBA,2,0,,
15663,GOSU,Absolute,2,1,,
15664,TNC,Alpha Red,1,0,,
15665,Sparta,CyberZen,2,1,,
15666,Ignis,YoungPower,2,0,,
15667,2990,RIG,2,0,,
15668,BTRG.IMBA,5POWER,2,1,,
15669,Beyond,TNC,2,1,,
15670,ViCi,Thirteen,2,0,,
15671,Flash,EHOME,2,0,,
15672,BOOT-d[S],Vindicta,2,1,,
15673,Storm Rider,Ignis,2,1,,
15674,cantwinalan,Vireo.pro,2,0,,
15675,Recca,Lucid Dream,2,0,,
15676,MVP PK,YoungPower,2,0,,
15677,GOSU,2990,2,0,,
15678,Signature,Alpha Red,1,0,,
15679,Absolute,RIG,2,0,,
15680,Rogue,INTZ,16,12,,
15681,MIBR,Complexity,16,12,,13.0
15682,eUnited,Luminosity,16,11,,
15683,Cloud9,NRG,16,11,,
15684,Ghost,Liquid,16,11,,14.0
15685,Envy,Renegades,16,13,,
15686,Sharks,Isurus,3,1,,
15687,Swole Patrol,Singularity,2,0,,
15688,Sparta,Sad Story,2,0,,
15689,Liquid,Ghost,16,12,14.0,
15690,INTZ,Rogue,16,12,,
15691,Envy,Renegades,16,6,,
15692,eUnited,Luminosity,16,2,,
15693,MIBR,Complexity,16,5,,13.0
15694,NRG,Cloud9,16,4,,
15695,OpTic,SJ,2,1,,
15696,Virtus.pro,Kinguin,2,1,5.0,
15697,Vitality,Fierce,2,1,10.0,
15698,BIG,Natus Vincere,19,17,9.0,2.0
15699,NIP,mousesports,16,14,6.0,8.0
15700,HellRaisers,G2,16,5,,3.0
15701,AGO,Astralis,16,10,,7.0
15702,Windigo,North,16,5,,
15703,fnatic,ex-Space Soldiers,16,4,30.0,
15704,Heroic,FaZe,16,6,4.0,29.0
15705,3DMAX,Epsilon,2,1,,
15706,fnatic,ex-Space Soldiers,19,16,30.0,
15707,HellRaisers,G2,22,18,,3.0
15708,mousesports,NIP,16,14,8.0,6.0
15709,Astralis,AGO,16,11,7.0,
15710,North,Windigo,16,7,,
15711,BIG,Natus Vincere,16,5,9.0,2.0
15712,Heroic,FaZe,16,3,4.0,29.0
15713,SJ,ENCE,2,0,,22.0
15714,Kinguin,PACT,2,1,,
15715,Imperial,Wild,2,0,,
15716,Fierce,gamingxd,2,0,,
15717,AGO,Izako Boars,2,0,,
15718,OpTic,x6tence Galaxy,2,0,,
15719,Vitality,Make Your Destiny,2,0,10.0,
15720,G2,LDLC,16,9,3.0,
15721,mousesports,FaZe,16,12,8.0,29.0
15722,mousesports,FaZe,16,4,8.0,29.0
15723,LDLC,G2,16,10,,3.0
15724,fnatic,NIP,16,14,30.0,6.0
15725,OpTic,LDLC,16,10,,
15726,NIP,fnatic,16,13,6.0,30.0
15727,LDLC,OpTic,16,10,,
15728,LDLC,Virtus.pro,16,6,,5.0
15729,LDLC,Virtus.pro,16,8,,5.0
15730,cantwinalan,Bravado,2,0,,
15731,Singularity,Spacestation,2,0,,
15732,Sharks,W7M,2,1,,
15733,NRG,Renegades,1,0,,
15734,NRG,Renegades,1,0,,
15735,Liquid,Complexity,16,10,14.0,13.0
15736,Swole Patrol,Old Guys Club,2,0,,
15737,Vireo.pro,Mythic,2,0,,
15738,Complexity,Liquid,16,10,13.0,14.0
15739,Cloud9,Ghost,16,14,,
15740,Mexico,Guatemala,2,0,,
15741,Wild,Play4Lan,16,1,,
15742,Imperial,Made in Canil,16,12,,
15743,Sharks,Rude,16,2,,
15744,Cloud9,Ghost,16,14,,
15745,W7M,Santos,19,16,,
15746,3DMAX,ENCE,2,1,,22.0
15747,NIP,Windigo,16,11,6.0,
15748,G2,AGO,16,4,3.0,
15749,Kinguin,Sprout,2,0,,
15750,Windigo,NIP,16,11,,6.0
15751,Epsilon,OpTic,2,1,,
15752,G2,AGO,16,6,3.0,
15753,Virtus.pro,LDLC,2,1,5.0,
15754,Windigo,HellRaisers,16,1,,
15755,Heroic,ex-Space Soldiers,16,10,4.0,
15756,NIP,LDLC,16,7,6.0,
15757,Windigo,HellRaisers,19,15,,
15758,ex-Space Soldiers,Heroic,16,12,,4.0
15759,NIP,LDLC,16,10,6.0,
15760,HellRaisers,Heroic,16,14,,4.0
15761,AGO,ex-Space Soldiers,16,10,,
15762,Heroic,HellRaisers,16,14,4.0,
15763,ex-Space Soldiers,AGO,16,6,,
15764,TRIDENT,AVANT,2,0,,
15765,Breakaway,ZzzZzzz,2,0,,
15766,LAN DODGERS,Vyalie Pitoni,2,1,,
15767,ALTERNATE aTTaX,x6tence Galaxy,16,13,,
15768,PUGSTAR5,DreamEaters,2,0,,
15769,Vyalie Pitoni,de_aztec,19,16,,
15770,DreamEaters,Dark Origin,16,12,,
15771,PUGSTAR5,AdskiyRazgon,16,6,,
15772,LAN DODGERS,tomorrow will be better,16,3,,
15773,AGO,LeftOut,1,0,,
15774,Old Guys Club,Blight,16,8,,
15775,Forty Six and 2,Think Outside the Box,16,13,,
15776,Vault,Vision,16,14,,
15777,Bravado,Grizzlys,2,0,,
15778,iNTACT,Steam Rollers,2,0,,
15779,slashLEVEL,Northeast Mayhem,2,1,,
15780,Forty Six and 2,Vision,16,11,,
15781,Singularity,Swole Patrol,2,1,,
15782,Grizzlys,ex-Velocity,16,8,,
15783,Steam Rollers,4US,16,9,,
15784,Bravado,lightwork,16,4,,
15785,Wild,Isurus,3,1,,
15786,iNTACT,Hot Ass,16,4,,
15787,Northeast Mayhem,Big Frames,16,9,,
15788,Astralis,Liquid,3,0,7.0,14.0
15789,Big Frames,eufnbu,16,12,,
15790,x-kom,Red Reserve,2,1,,
15791,CLG Red,Star Spangled Fraggers,2,0,,
15792,Valiance,expert,2,0,,
15793,RMU,Illini,16,5,,
15794,Valiance,Vitality,19,16,,10.0
15795,x-kom,Chaos,16,14,,
15796,Red Reserve,BRZINA,16,10,,
15797,expert,AGO,16,13,,
15798,GUNRUNNERS,eSuba,2,0,,
15799,Arena Bulls,Royal Bandits,2,0,,
15800,Universe,Brute,2,0,,
15801,BTRG.HK,Outlaws,2,0,,
15802,K23,Mantegos,2,0,,
15803,Chiefs,Grayhound,2,1,,
15804,HAVU,Flow,3,0,,
15805,Nexus,Beyond,2,1,,
15806,Alpha Red,Signature,3,0,,
15807,Liquid,FaZe,2,1,14.0,29.0
15808,Flow,Beyond,2,0,,
15809,HAVU,Nexus,2,0,,
15810,Forty Six and 2,cantwinalan,16,8,,
15811,Astralis,fnatic,2,1,7.0,30.0
15812,expert,x6tence Galaxy,16,14,,
15813,Red Reserve,EURONICS,16,11,,
15814,Furious,Duck Nutz,2,0,,
15815,AGO,MAD Lions,16,14,,
15816,BRZINA,Epsilon,16,14,,
15817,Valiance,LeftOut,16,2,,
15818,Vitality,SJ,16,9,10.0,
15819,x-kom,fightclub,16,6,,
15820,Swole Patrol,Vireo.pro,2,0,,
15821,Chaos,ALTERNATE aTTaX,16,4,,
15822,GUNRUNNERS,Universe,2,0,,
15823,Isurus,W7M,2,0,,
15824,Chosen5,Iraq,2,0,,
15825,eSuba,Brute,2,1,,
15826,Flow,Ground Zero,2,1,,
15827,Alpha Red,Lucid Dream,2,1,,
15828,HAVU,Giants,2,0,,
15829,Nexus,Aequus,2,0,,
15830,Beyond,FrostFire,2,0,,
15831,Signature,Legend,2,0,,
15832,BTRG.HK,EMC,2,1,,
15833,Giants,FLuffy Gangsters,2,0,,
15834,Nexus,Invictus,2,0,,
15835,ORDER,Deceptors,22,20,,
15836,HAVU,UltiCoin,2,0,,
15837,Beyond,TNC,2,1,,
15838,Aequus,Sad Story,2,0,,
15839,Flow,SCARZ Absolute,2,1,,
15840,Roar,Ground Zero,16,9,,
15841,FrostFire,Vilay,2,0,,
15842,Outlaws,Anti Eco Eco Club,2,0,,
15843,Ground Zero,Xiphos,2,0,,
15844,Singularity,Spacestation,2,0,,
15845,AVANT,Chiefs,16,8,,
15846,TeamOne,Forty Six and 2,16,10,,
15847,Grayhound,Breakaway,2,0,,
15848,cantwinalan,Vault,16,4,,
15849,Forty Six and 2,ex-Velocity,22,20,,
15850,TeamOne,cantwinalan,16,7,,
15851,Wild,DETONA,2,0,,
15852,Chiefs,madlikewizards,2,0,,
15853,Duck Nutz,Ninjas in Boedo,2,0,,
15854,Furious,Malvinas,2,0,,
15855,Astralis,mousesports,2,0,7.0,8.0
15856,Universe,Gravity,2,0,,
15857,Liquid,LDLC,2,1,14.0,
15858,Chaos,Endpoint,16,14,,26.0
15859,Brute,VENI VIDI VICI,2,1,,
15860,Epsilon,SJ,16,14,,
15861,3DMAX,Tricked,16,3,,
15862,ALTERNATE aTTaX,Epsilon,16,2,,
15863,3DMAX,Tricked,16,10,,
15864,Spirit,Smoke Criminals,16,13,15.0,
15865,Red Reserve,EURONICS,16,10,,
15866,Xiphos,Revolution,16,10,,
15867,Giants,ForGlory,16,8,,
15868,Valiance,aAa,1,0,,
15869,Vilay,AaB,16,6,,
15870,Ground Zero,Desperados,16,8,,
15871,Sad Story,Macau Legend,16,2,,
15872,Red Reserve,Spirit,16,14,,15.0
15873,Invictus,Virus,16,14,,
15874,Beyond,Berzerk,16,12,,
15875,SCARZ Absolute,PROTEA,16,1,,
15876,LANGUDAR,UltiCoin,16,10,,
15877,Aequus,Namibia,16,2,,
15878,Grayhound,madlikewizards,16,8,,
15879,Flow,ForGlory,16,13,,
15880,FrostFire,Macau Legend,16,5,,
15881,FLuffy Gangsters,PROTEA,16,2,,
15882,HAVU,Xiphos,16,3,,
15883,Nexus,Berzerk,16,3,,
15884,Grayhound,AVANT,16,6,,
15885,FrostFire,Sad Story,16,14,,
15886,Giants,Flow,16,9,,
15887,HAVU,Revolution,16,5,,
15888,SCARZ Absolute,FLuffy Gangsters,16,12,,
15889,Nexus,Beyond,16,9,,
15890,madlikewizards,AVANT,16,12,,
15891,Chiefs,Legacy,16,7,,
15892,TNC,Virus,16,6,,
15893,Chiefs,Breakaway,22,20,,
15894,ORDER,Legacy,16,10,,
15895,cantwinalan,Test Takers,16,8,,
15896,ETHEREAL,Vault,16,8,,
15897,Aequus,Vilay,16,9,,
15898,AaB,Namibia,16,0,,
15899,UltiCoin,Desperados,16,4,,
15900,Ground Zero,LANGUDAR,16,2,,
15901,Breakaway,Legacy,16,9,,
15902,TNC,Invictus,16,10,,
15903,Test Takers,ex-Velocity,16,8,,
15904,Think Outside the Box,Infamous,16,9,,
15905,Chiefs,ORDER,19,15,,
15906,UltiCoin,Ground Zero,16,9,,
15907,LANGUDAR,Desperados,16,3,,
15908,Aequus,AaB,16,2,,
15909,Vilay,Namibia,16,1,,
15910,Mythic,Infamous,16,14,,
15911,Excelerate,Vision,16,3,,
15912,fnatic,Liquid,2,1,30.0,14.0
15913,Rogue,MIBR,16,12,,
15914,Breakaway,ORDER,16,13,,
15915,Mythic,TeamOne,16,9,,
15916,mousesports,Luminosity,2,0,8.0,
15917,Vision,Blight,16,3,,
15918,MIBR,Rogue,16,2,,
15919,Renegades,Complexity,16,14,,13.0
15920,Renegades,Complexity,16,8,,13.0
15921,LDLC,NRG,2,1,,
15922,FaZe,Astralis,2,0,29.0,7.0
15923,EURONICS,PACT,16,10,,
15924,juicey,ShotCallers,2,0,,
15925,NIP,G2,16,11,6.0,3.0
15926,expert,aAa,16,13,,
15927,Virtus.pro,ALTERNATE aTTaX,16,2,5.0,
15928,guccixD,COMIX,2,0,,
15929,Windigo,ALTERNATE aTTaX,16,11,,
15930,Movistar Riders,3DMAX,2,1,,
15931,G2,NIP,16,13,3.0,6.0
15932,x6tence Galaxy,expert,22,20,,
15933,ENCE,Endpoint,16,6,22.0,26.0
15934,NOM,RvN,2,0,,
15935,Virtus.pro,LDLC,1,0,5.0,
15936,mousesports,BIG,2,0,8.0,9.0
15937,Red Reserve,LeftOut,16,5,,
15938,Kinguin,Virtus.pro,16,11,,5.0
15939,Endpoint,aAa,16,12,26.0,
15940,Luminosity,eUnited,2,0,,
15941,ENCE,EURONICS,16,2,22.0,
15942,x6tence Galaxy,ALTERNATE aTTaX,16,13,,
15943,guccixD,Anonymous,2,0,,
15944,COMIX,Level1,2,1,,
15945,Epsilon,aAa,16,7,,
15946,SJ,ENCE,22,18,,22.0
15947,Kinguin,Fragsters,19,15,,
15948,Movistar Riders,forZe,2,1,,17.0
15949,3DMAX,Windigo,2,0,,
15950,Valiance,x6tence Galaxy,16,12,,
15951,ALTERNATE aTTaX,Fragsters,16,9,,
15952,OpTic,Chaos,16,9,,
15953,Vitality,Spirit,16,10,10.0,15.0
15954,SJ,x6tence Galaxy,1,0,,
15955,Valiance,Spirit,16,2,,15.0
15956,Chiefs,Tainted Minds,2,0,,
15957,Swole Patrol,ETHEREAL,16,3,,
15958,Mythic,ETHEREAL,19,17,,
15959,Old Guys Club,Infamous,16,10,,
15960,TeamOne,Vault,16,0,,
15961,Spacestation,ex-Velocity,16,13,,
15962,Swole Patrol,Bravado,16,12,,
15963,MIBR,Complexity,16,11,,13.0
15964,LDLC,North,2,1,,
15965,Old Guys Club,cantwinalan,16,14,,
15966,Vireo.pro,Mythic,16,11,,
15967,TeamOne,Excelerate,16,4,,
15968,Liquid,mousesports,2,1,14.0,8.0
15969,MIBR,Complexity,16,13,,13.0
15970,Swole Patrol,Spacestation,16,10,,
15971,Sharks,Wild,2,0,,
15972,Rogue,Complexity,16,11,,13.0
15973,Vault,Guatemala,2,0,,
15974,NRG,MIBR,2,1,,
15975,Complexity,Rogue,16,12,13.0,
15976,fnatic,eUnited,2,0,30.0,
15977,forZe,Jordan's Money Crew,2,1,17.0,
15978,Chaos,Smoke Criminals,16,7,,
15979,Endpoint,ALTERNATE aTTaX,16,6,26.0,
15980,EURONICS,aAa,16,5,,
15981,Sprout,OpTic,16,11,,
15982,Smoke Criminals,SJ,19,16,,
15983,BIG,Natus Vincere,2,0,9.0,2.0
15984,Luminosity,AVANGAR,2,0,,
15985,OpTic,3DMAX,16,9,,
15986,NIP,Virtus.pro,16,12,6.0,5.0
15987,Syman,Underdogs,2,1,,
15988,expert,ALTERNATE aTTaX,16,13,,
15989,NIP,Virtus.pro,16,12,6.0,5.0
15990,Sprout,PACT,16,10,,
15991,3DMAX,pro100,2,1,,
15992,Movistar Riders,Epsilon,2,1,,
15993,MOLLIHblE,Kungar,2,0,,
15994,OpTic,EURONICS,16,14,,
15995,Windigo,Tricked,2,1,,
15996,Kinguin,LDLC,1,0,,
15997,ALTERNATE aTTaX,Kinguin,16,6,,
15998,Syman,DreamEaters,19,17,,
15999,MOLLIHblE,DUMSPIROSPERO,16,9,,
16000,Underdogs,UA$AP,16,5,,
16001,Kungar,Honor & Glory,16,5,,
16002,Epsilon,Red Reserve,16,5,,
16003,Grayhound,Chiefs,2,1,,
16004,Chiefs,Legacy,2,1,,
16005,Swole Patrol,Vault,16,4,,
16006,LDLC,Renegades,2,1,,
16007,ex-Velocity,Excelerate,16,11,,
16008,Bravado,Vireo.pro,16,11,,
16009,FaZe,MIBR,2,1,29.0,
16010,Vireo.pro,Think Outside the Box,19,17,,
16011,ex-Velocity,Blight,16,7,,
16012,Infamous,Bravado,16,13,,
16013,eUnited,Complexity,16,10,,13.0
16014,Swole Patrol,Old Guys Club,16,6,,
16015,Vision,TeamOne,16,12,,
16016,Swole Patrol,Singularity,16,11,,
16017,Old Guys Club,Forty Six and 2,16,12,,
16018,Complexity,eUnited,16,11,13.0,
16019,NRG,MVP PK,2,1,,
16020,Swole Patrol,Vision,16,10,,
16021,Astralis,North,2,0,7.0,
16022,Complexity,Spacestation,16,14,13.0,
16023,Spacestation,Complexity,16,10,,13.0
16024,mousesports,AVANGAR,16,5,8.0,
16025,Liquid,Luminosity,16,11,14.0,
16026,PACT,Tricked,16,7,,
16027,pro100,Nemiga,2,0,,
16028,fnatic,BIG,16,9,30.0,9.0
16029,forZe,Copenhagen Flames,2,0,17.0,
16030,x6tence Galaxy,Smoke Criminals,16,11,,
16031,eUnited,Natus Vincere,16,6,,2.0
16032,Fragsters,Tricked,19,16,,
16033,EURONICS,ALTERNATE aTTaX,22,20,,
16034,MIBR,Renegades,16,12,,
16035,FaZe,LDLC,16,14,29.0,
16036,Red Reserve,PACT,16,11,,
16037,Smoke Criminals,Endpoint,16,5,,26.0
16038,Windigo,pro100,16,12,,
16039,Virtus.pro,Fragsters,22,18,5.0,
16040,Chaos,expert,16,7,,
16041,3DMAX,Copenhagen Flames,16,6,,
16042,North,NRG,16,10,,
16043,Sprout,x6tence Galaxy,16,5,,
16044,Astralis,MVP PK,16,8,7.0,
16045,Epsilon,Red Reserve,16,2,,
16046,Nemiga,GoldenGitte,19,16,,
16047,forZe,Codewise Unicorns,16,8,17.0,
16048,Alpha Red,SUB.STANCE,2,1,,
16049,Copenhagen Flames,Codewise Unicorns,16,13,,
16050,pro100,Nemiga,16,11,,
16051,ENCE,Epsilon,16,10,22.0,
16052,Vitality,x6tence Galaxy,16,9,10.0,
16053,3DMAX,forZe,16,9,,17.0
16054,Windigo,GoldenGitte,16,13,,
16055,Epsilon,Spirit,16,6,,15.0
16056,Vindicta,ex-RSG,2,0,,
16057,x6tence Galaxy,Spirit,16,8,,15.0
16058,Sparta,DRAGON LORE,2,0,,
16059,BOOT-d[S],Beyond,2,1,,
16060,BTRG.IMBA,NIRVANA.Phoenix,2,0,,
16061,RIG,ikarus,2,0,,
16062,Antithese,T-Arena,2,0,,
16063,Grayhound,Tainted Minds,2,1,,
16064,ViCi,CyberZen,2,0,,
16065,Chiefs,Paradox,2,0,,
16066,Chiefs,Breakaway,2,1,,
16067,Singularity,Test Takers,16,3,,
16068,Spacestation,Vault,16,8,,
16069,Bravado,ETHEREAL,16,13,,
16070,Test Takers,Swole Patrol,16,14,,
16071,Spacestation,Think Outside the Box,16,12,,
16072,Singularity,ETHEREAL,16,8,,
16073,Bravado,Blight,16,10,,
16074,Old Guys Club,Excelerate,16,7,,
16075,Swole Patrol,Mythic,16,6,,
16076,Mythic,Forty Six and 2,16,11,,
16077,Isurus,Imperial,2,1,,
16078,Tricked,Windigo Academy,2,1,,
16079,Epsilon,Marskalk,2,0,,
16080,Chaos,x6tence Galaxy,16,7,,
16081,Spirit,SJ,16,5,15.0,
16082,Sprout,aAa,1,0,,
16083,Jordan's Money Crew,Epsilon,16,7,,
16084,Movistar Riders,Windigo Academy,16,9,,
16085,Tricked,Red Reserve,16,9,,
16086,Virtus.pro,Chaos,16,12,5.0,
16087,Berzerk,3DMAX,16,14,,
16088,Marskalk,PACT,16,13,,
16089,expert,Virtus.pro,16,7,,5.0
16090,Windigo Academy,Red Reserve,25,22,,
16091,Virtus.pro,Valiance,16,13,5.0,
16092,EURONICS,SJ,16,13,,
16093,Jordan's Money Crew,Marskalk,16,9,,
16094,BOOT-d[S],Lucid Dream,2,1,,
16095,Movistar Riders,Tricked,16,9,,
16096,Epsilon,PACT,16,1,,
16097,Beyond,Flash,2,0,,
16098,SJ,3DMAX,2,0,,
16099,Vitality,Valiance,16,11,10.0,
